"since","until","visitedEntityType","visitedEntityKey"
"2019-11-17 07:20:01","2019-11-19 18:24:38",1,"SVK-1051"
"2013-06-26 06:53:56","2013-06-26 08:39:23",1,"NOR-920"
"2018-11-11 12:05:18","2018-11-11 12:05:36",1,"SVK-1056"
"2012-09-09 14:23:38","2012-09-09 14:24:09",1,"HUN-3156"
"2012-09-09 14:23:38","2012-09-09 14:24:09",0,"HUN"
"2013-06-01 14:15:32","2013-06-01 17:18:14",1,"DNK-3416"
"2019-02-09 12:09:39","2019-02-09 17:19:40",1,"SVK-1056"
"2012-07-15 16:42:39","2012-07-16 06:22:17",3,25
"2016-08-28 16:34:15","2016-08-28 16:35:11",1,"POL-3148"
"2016-12-18 23:52:54","2016-12-19 00:20:21",2,7265
"2014-09-01 08:20:21","2014-09-01 14:11:01",2,7265
"2012-07-15 16:42:39","2012-07-16 06:22:17",4,"Australia"
"2016-08-28 16:34:15","2016-08-28 16:35:11",0,"POL"
"2016-12-18 23:52:54","2016-12-18 23:53:15",1,"USA-3558"
"2014-09-01 08:20:21","2014-09-01 08:20:27",1,"USA-3559"
"2012-07-15 16:42:39","2012-07-16 06:22:17",2,7287
"2018-04-03 11:39:42","2018-04-04 12:27:15",2,5987
"2012-07-15 16:42:39","2012-07-16 06:22:17",1,"AUS-2654"
"2015-03-18 15:59:03","2015-03-18 16:18:29",2,5987
"2018-04-03 11:39:42","2018-04-04 12:27:15",1,"DNK-3416"
"2012-07-15 16:42:39","2012-07-16 06:22:17",0,"AUS"
"2015-03-18 15:59:03","2015-03-26 14:06:48",1,"DNK-3416"
"2018-04-03 11:39:42","2018-04-04 12:27:15",0,"DNK"
"2019-02-23 13:20:08","2019-02-23 13:20:18",1,"SVK-1053"
"2016-08-26 18:29:35","2016-08-26 18:29:35",1,"SVK-1056"
"2019-06-14 14:36:08","2019-06-15 14:24:07",1,"CHE-165"
"2016-08-26 18:29:35","2016-08-26 18:29:35",0,"SVK"
"2018-05-06 18:03:36","2018-05-07 10:58:06",0,"HRV"
"2017-12-01 07:59:28","2018-01-17 18:55:45",3,73
"2012-07-15 05:57:45","2012-07-15 08:55:09",3,25
"2018-08-25 17:20:58","2018-09-03 06:22:40",1,"HRV-1490"
"2017-12-01 07:59:28","2017-12-01 09:28:28",2,7124
"2012-07-15 05:57:45","2012-07-15 08:55:09",4,"Australia"
"2018-05-06 17:51:43","2018-05-06 17:51:43",1,"SVK-1056"
"2017-12-01 07:59:28","2017-12-01 09:28:28",1,"HUN-3160"
"2012-07-15 05:57:45","2012-07-15 08:55:09",2,7287
"2019-04-19 09:39:33","2019-04-19 10:25:08",1,"HUN-3164"
"2017-12-01 07:59:28","2017-12-01 09:28:28",0,"HUN"
"2012-07-15 05:57:45","2012-07-15 08:55:09",1,"AUS-2654"
"2014-08-31 13:33:56","2014-08-31 13:33:58",1,"USA-3556"
"2019-04-19 09:39:33","2019-04-19 15:26:32",0,"HUN"
"2017-07-22 09:02:28","2017-07-22 10:45:03",2,4584
"2012-07-15 16:32:59","2012-07-15 16:33:02",3,41
"2012-07-15 05:57:45","2012-07-15 08:55:09",0,"AUS"
"2015-03-11 06:42:00","2015-03-11 06:42:00",1,"DNK-3418"
"2014-08-31 13:33:56","2014-08-31 13:33:58",2,7264
"2017-07-22 09:02:28","2017-07-22 13:39:58",1,"BIH-2228"
"2012-07-15 16:32:59","2012-07-15 16:33:02",4,"Asia"
"2018-08-25 05:48:53","2018-08-25 05:49:22",1,"HRV-1491"
"2012-07-15 16:32:59","2012-07-15 16:33:02",2,7288
"2018-05-06 18:03:36","2018-05-07 10:58:06",1,"HRV-1493"
"2018-01-23 05:25:18","2018-01-23 22:39:29",1,"NZL-3398"
"2012-07-15 16:32:59","2012-07-15 16:33:02",1,"SGP-4872"
"2019-04-15 07:00:42","2019-04-15 07:00:42",2,6327
"2018-01-23 05:25:18","2018-01-31 04:58:14",0,"NZL"
"2012-07-15 16:32:59","2012-07-15 16:33:02",0,"SGP"
"2019-04-15 07:00:42","2019-04-15 07:00:42",1,"SVK-1051"
"2018-11-09 05:44:34","2018-11-09 19:06:33",1,"SVK-1051"
"2019-11-29 19:58:38","2020-01-01 14:15:43",3,73
"2019-08-31 23:41:51","2019-09-01 21:00:51",2,7109
"2019-11-29 19:58:38","2020-01-01 14:15:43",4,"Europe"
"2019-11-15 11:59:56","2019-11-16 11:42:22",1,"SVK-1056"
"2019-11-29 19:58:38","2019-12-17 22:40:45",2,6327
"2018-05-06 17:51:43","2018-05-06 17:51:43",0,"SVK"
"2019-11-29 19:58:38","2019-12-11 17:55:59",1,"SVK-1051"
"2019-11-29 19:58:38","2019-12-20 04:55:04",0,"SVK"
"2016-01-07 12:26:02","2016-02-24 13:28:05",2,5987
"2016-01-07 12:26:02","2016-02-24 13:28:05",1,"DNK-3416"
"2016-01-07 12:26:02","2016-02-24 13:28:05",0,"DNK"
"2016-08-25 18:37:24","2016-08-25 18:41:46",1,"HUN-3156"
"2019-09-02 19:41:34","2019-09-06 23:31:59",3,10
"2017-11-20 09:36:09","2017-11-20 10:43:41",2,7075
"2016-08-25 18:37:24","2016-08-25 18:41:46",0,"HUN"
"2015-07-30 14:16:13","2015-07-30 17:07:47",1,"HRV-1493"
"2017-11-20 09:36:09","2017-11-20 10:43:41",1,"BGR-2243"
"2015-07-30 14:16:13","2015-08-07 18:20:32",0,"HRV"
"2013-05-25 16:11:30","2013-05-25 16:53:31",2,4140
"2016-01-01 13:18:22","2016-01-01 13:18:22",1,"SVK-1056"
"2014-08-30 15:46:39","2014-09-09 16:44:31",4,"North America"
"2018-11-07 18:22:50","2018-11-07 18:23:37",1,"SVK-1056"
"2012-07-12 10:58:19","2012-07-12 11:41:58",2,7287
"2014-08-30 15:46:39","2014-09-01 14:11:01",3,13
"2015-07-29 16:44:25","2015-07-29 16:44:25",2,6327
"2014-08-30 15:46:39","2014-08-30 19:16:07",2,7265
"2015-12-30 19:45:52","2015-12-30 19:45:52",2,6327
"2015-07-29 16:44:25","2015-07-29 16:44:25",1,"SVK-1051"
"2014-08-30 15:46:39","2014-09-09 16:44:31",0,"USA"
"2015-12-30 19:45:52","2015-12-30 19:45:52",1,"SVK-1051"
"2012-07-15 16:21:05","2012-07-15 16:23:33",3,25
"2014-08-30 15:46:39","2014-08-30 19:16:07",1,"USA-3559"
"2015-12-18 11:14:11","2015-12-18 14:25:32",1,"SVK-1052"
"2012-07-15 16:21:05","2012-07-15 16:23:33",4,"Australia"
"2018-02-01 00:06:53","2018-02-01 01:53:27",2,7335
"2012-07-14 19:23:38","2012-07-14 19:59:15",4,"Asia"
"2015-12-18 11:14:11","2016-01-01 13:18:22",0,"SVK"
"2012-07-15 16:21:05","2012-07-15 16:23:33",2,7287
"2018-02-01 00:06:53","2018-02-02 20:37:12",1,"NZL-3407"
"2012-07-15 16:21:05","2012-07-15 16:23:33",1,"AUS-2654"
"2018-02-01 00:06:53","2018-02-07 21:52:57",0,"NZL"
"2012-07-14 19:23:38","2012-07-14 19:59:15",3,41
"2012-07-15 16:21:05","2012-07-15 16:23:33",0,"AUS"
"2012-07-14 19:23:38","2012-07-14 19:59:15",2,7288
"2012-07-14 19:23:38","2012-07-14 19:59:15",0,"SGP"
"2012-07-14 19:23:38","2012-07-14 19:59:15",1,"SGP-4871"
"2019-03-20 19:28:11","2019-03-24 16:35:25",1,"SVK-1051"
"2018-03-27 16:08:08","2018-03-27 17:02:06",2,6327
"2018-03-27 16:08:08","2018-03-27 17:02:06",1,"SVK-1051"
"2019-02-05 17:19:37","2019-08-26 17:16:11",3,73
"2015-07-28 13:20:00","2015-07-28 13:37:06",1,"SVK-1052"
"2019-02-05 17:19:37","2019-08-26 17:16:11",4,"Europe"
"2019-02-05 17:19:37","2019-02-15 17:45:39",2,6327
"2019-09-02 16:33:20","2019-09-02 23:33:51",1,"USA-3515"
"2019-02-05 17:19:37","2019-02-08 18:39:28",1,"SVK-1051"
"2016-08-11 14:54:47","2016-08-11 14:55:06",1,"SVK-1057"
"2019-02-05 17:19:37","2019-04-15 07:00:42",0,"SVK"
"2018-02-05 07:44:13","2018-02-05 08:37:55",2,7321
"2019-01-07 16:58:48","2019-01-11 18:54:09",1,"SVK-1051"
"2014-08-01 16:32:46","2014-08-01 16:54:14",2,3561
"2018-03-24 10:39:10","2018-03-24 10:39:16",1,"SVK-1052"
"2014-08-01 16:32:46","2014-08-01 16:54:14",1,"HRV-1492"
"2019-11-13 17:23:50","2019-11-13 17:25:34",1,"SVK-1051"
"2019-03-16 11:08:35","2019-03-16 11:10:47",1,"SVK-1056"
"2014-08-01 16:32:46","2014-08-01 16:54:14",0,"HRV"
"2019-11-13 17:23:50","2019-11-19 18:24:38",0,"SVK"
"2015-11-17 17:10:32","2015-11-18 11:34:32",2,7204
"2019-01-06 10:06:41","2019-01-06 10:06:41",1,"SVK-1056"
"2019-01-22 20:38:08","2019-01-23 03:30:29",1,"CHL-2698"
"2019-04-12 14:57:32","2019-04-12 15:47:47",1,"SVK-1055"
"2015-11-17 17:10:32","2015-11-18 11:34:32",1,"DNK-3419"
"2017-06-11 08:00:39","2017-06-11 19:29:11",2,5987
"2019-11-27 09:16:19","2019-11-27 09:18:40",1,"ISR-3055"
"2017-04-22 12:08:23","2017-05-24 13:45:48",2,5987
"2017-06-11 08:00:39","2017-06-11 19:29:11",1,"DNK-3416"
"2017-04-22 12:08:23","2017-05-24 13:45:48",1,"DNK-3416"
"2017-06-11 08:00:39","2017-06-11 19:29:11",0,"DNK"
"2014-07-29 19:14:24","2014-07-29 19:14:24",1,"SVK-1056"
"2012-07-15 15:34:48","2012-07-15 16:10:21",3,41
"2015-03-07 09:57:14","2015-03-07 10:10:26",1,"DNK-3416"
"2012-07-15 15:34:48","2012-07-15 16:10:21",4,"Asia"
"2015-03-07 09:57:14","2015-03-26 14:06:48",0,"DNK"
"2012-07-15 15:34:48","2012-07-15 16:10:21",2,7288
"2019-02-03 00:10:04","2019-02-03 00:10:04",2,1549
"2012-07-15 15:34:48","2012-07-15 16:10:21",1,"SGP-4872"
"2012-07-15 15:34:48","2012-07-15 16:10:21",0,"SGP"
"2018-11-04 15:27:42","2018-11-05 17:49:46",1,"SVK-1051"
"2017-06-10 11:19:40","2017-06-10 11:19:47",1,"DEU-1576"
"2014-01-10 14:23:39","2014-08-01 16:54:14",3,73
"2015-07-27 11:39:11","2015-07-27 13:14:18",1,"SVK-1053"
"2015-02-28 12:26:39","2015-02-28 12:26:55",1,"SVK-1053"
"2018-03-21 19:16:17","2018-03-21 19:17:01",1,"SVK-1056"
"2014-01-10 14:23:39","2014-01-10 14:24:00",1,"SVK-1051"
"2015-02-28 12:26:39","2015-02-28 12:26:55",0,"SVK"
"2014-01-10 14:23:39","2014-06-24 10:40:39",0,"SVK"
"2015-07-25 16:04:16","2015-07-25 16:04:16",1,"SVK-1052"
"2012-05-19 11:12:06","2012-06-06 07:02:16",1,"SVK-1051"
"2018-10-05 19:23:38","2018-10-07 12:35:23",2,2673
"2017-05-25 09:32:11","2017-05-25 10:38:57",1,"DNK-3418"
"2018-10-05 19:23:38","2018-10-06 12:25:52",1,"SVK-1057"
"2012-05-19 11:12:06","2012-06-17 13:11:30",0,"SVK"
"2017-04-11 12:30:30","2017-04-11 17:15:06",1,"DNK-3419"
"2017-05-25 09:32:11","2017-05-25 10:38:57",0,"DNK"
"2016-07-04 18:56:55","2016-07-04 20:57:35",1,"ISL-705"
"2017-04-11 12:30:30","2017-05-24 13:45:48",0,"DNK"
"2015-07-25 13:23:14","2015-07-25 13:23:14",1,"SVK-1053"
"2012-07-15 15:31:13","2012-07-15 15:33:14",3,25
"2012-07-15 15:31:13","2012-07-15 15:33:14",4,"Australia"
"2012-07-15 15:31:13","2012-07-15 15:33:14",2,7287
"2012-07-15 15:31:13","2012-07-15 15:33:14",1,"AUS-2654"
"2012-07-15 15:31:13","2012-07-15 15:33:14",0,"AUS"
"2013-01-26 13:09:23","2013-03-09 14:34:22",2,5987
"2013-01-26 13:09:23","2013-03-22 16:29:59",0,"DNK"
"2015-07-24 18:36:20","2015-07-24 18:46:36",1,"SVK-1052"
"2014-07-26 09:54:58","2014-07-26 14:48:26",1,"SVK-1053"
"2018-11-01 13:25:34","2018-11-01 18:02:32",1,"SVK-1056"
"2013-01-26 13:09:23","2013-03-09 14:34:22",1,"DNK-3416"
"2015-07-24 18:36:20","2015-07-29 16:44:25",0,"SVK"
"2012-07-15 15:30:44","2012-07-15 15:30:44",3,41
"2019-01-22 20:19:24","2019-01-23 20:05:01",3,17
"2012-05-19 10:00:38","2012-05-19 10:00:57",1,"AUT-2330"
"2012-07-15 15:30:44","2012-07-15 15:30:44",4,"Asia"
"2019-01-22 20:19:24","2019-01-22 20:20:17",1,"CHL-2699"
"2012-05-19 10:00:38","2012-05-19 10:00:57",0,"AUT"
"2019-11-26 15:41:56","2019-11-26 19:21:15",2,7195
"2012-07-15 15:30:44","2012-07-15 15:30:44",2,7288
"2012-12-31 22:06:08","2012-12-31 22:06:08",1,"SVK-1056"
"2019-06-14 09:39:35","2019-06-14 11:07:20",1,"CHE-170"
"2019-11-26 15:41:56","2019-11-26 19:21:15",1,"ISR-3057"
"2012-07-15 15:30:44","2012-07-15 15:30:44",1,"SGP-4872"
"2019-01-22 20:19:24","2019-01-23 20:05:01",0,"CHL"
"2012-07-15 15:30:44","2012-07-15 15:30:44",0,"SGP"
"2018-04-29 08:45:25","2018-04-29 15:13:46",1,"AUT-2325"
"2019-08-05 19:24:14","2019-08-06 17:29:19",2,6327
"2014-07-23 16:38:38","2014-07-23 16:39:07",1,"SVK-1057"
"2019-08-05 19:24:14","2019-08-06 17:29:19",1,"SVK-1051"
"2012-07-15 15:30:41","2012-07-15 15:30:41",3,25
"2019-06-14 07:59:28","2019-06-14 07:59:28",1,"CHE-169"
"2012-07-15 15:30:41","2012-07-15 15:30:41",4,"Australia"
"2019-11-08 18:42:20","2019-11-08 19:29:17",2,7260
"2012-07-15 15:30:41","2012-07-15 15:30:41",2,7287
"2012-05-18 16:48:02","2012-05-18 16:48:02",1,"SVK-1056"
"2019-11-08 18:42:20","2019-11-08 19:29:17",1,"AUT-2331"
"2012-07-15 15:30:41","2012-07-15 15:30:41",1,"AUS-2654"
"2019-11-08 18:42:20","2019-11-08 19:29:17",0,"AUT"
"2012-07-15 15:30:41","2012-07-15 15:30:41",0,"AUS"
"2019-10-18 13:27:58","2019-10-18 16:12:44",1,"PRT-746"
"2017-08-17 07:15:06","2017-10-14 09:54:27",2,5987
"2017-08-17 07:15:06","2017-10-14 09:54:27",1,"DNK-3416"
"2012-07-15 15:28:43","2012-07-15 15:28:43",3,41
"2017-08-17 07:15:06","2017-10-14 09:54:27",0,"DNK"
"2012-07-15 15:28:43","2012-07-15 15:28:43",4,"Asia"
"2015-09-11 16:52:58","2015-10-30 12:39:30",1,"DNK-3416"
"2012-07-15 15:28:43","2012-07-15 15:28:43",2,7288
"2012-07-15 15:28:43","2012-07-15 15:28:43",1,"SGP-4872"
"2016-06-22 15:34:46","2016-06-23 15:51:01",1,"ISL-710"
"2019-04-12 12:28:26","2019-04-12 14:45:31",1,"SVK-1056"
"2012-07-15 15:28:43","2012-07-15 15:28:43",0,"SGP"
"2017-08-07 04:18:33","2017-08-07 04:18:33",1,"AUT-2330"
"2012-07-03 18:23:28","2012-07-14 18:37:15",4,"Australia"
"2017-08-07 04:18:33","2017-08-07 04:18:33",0,"AUT"
"2014-07-21 12:30:41","2014-07-21 12:34:23",2,982
"2015-09-11 16:52:58","2016-10-29 09:03:26",4,"Europe"
"2012-07-03 18:23:28","2012-07-14 18:37:15",3,25
"2012-07-03 18:23:28","2012-07-12 08:45:45",2,7287
"2015-09-11 16:52:58","2015-10-30 12:39:30",2,5987
"2015-08-24 02:08:10","2015-08-24 09:49:18",2,5306
"2012-07-03 18:23:28","2012-07-14 18:37:15",0,"AUS"
"2017-08-06 15:56:13","2017-08-06 15:56:13",1,"SVK-1051"
"2015-09-11 16:52:58","2016-06-19 08:17:24",3,73
"2015-08-24 02:08:10","2015-08-24 09:49:18",1,"JPN-1857"
"2018-04-29 08:02:00","2018-04-29 08:16:30",1,"AUT-2327"
"2012-07-03 18:23:28","2012-07-14 18:37:15",1,"AUS-2654"
"2015-09-11 16:52:58","2015-11-18 11:34:32",0,"DNK"
"2018-03-05 18:54:41","2018-03-20 17:48:36",1,"SVK-1051"
"2016-07-29 15:30:34","2016-07-29 18:23:04",2,295
"2019-08-04 18:34:11","2019-08-04 18:55:21",1,"SVK-1056"
"2016-07-29 15:30:34","2016-07-29 18:23:04",1,"HRV-1491"
"2019-08-04 18:34:11","2019-08-26 17:16:11",0,"SVK"
"2019-04-26 13:24:45","2019-05-31 05:33:36",2,6327
"2019-03-08 17:01:49","2019-03-15 10:41:55",1,"SVK-1051"
"2016-07-29 15:30:34","2016-07-29 18:23:04",0,"HRV"
"2019-04-26 13:24:45","2019-05-06 17:59:58",1,"SVK-1051"
"2018-04-18 06:50:59","2018-04-24 17:38:07",2,6327
"2018-10-01 05:08:46","2018-10-04 15:03:17",1,"SVK-1051"
"2019-08-30 16:41:32","2019-09-06 23:31:59",4,"North America"
"2012-12-27 13:37:04","2012-12-31 17:10:14",2,6327
"2016-07-28 17:24:07","2016-07-28 17:24:07",1,"SVK-1056"
"2019-08-30 16:41:32","2019-09-02 16:42:03",3,21
"2018-04-13 16:22:37","2018-04-18 11:50:51",1,"SVK-1051"
"2012-12-27 13:37:04","2012-12-31 17:10:14",1,"SVK-1051"
"2016-07-28 17:24:07","2016-07-28 17:24:07",0,"SVK"
"2019-08-30 16:41:32","2019-08-31 04:24:54",2,7256
"2018-04-13 16:22:37","2018-04-25 17:45:07",0,"SVK"
"2018-09-27 19:17:23","2018-09-27 19:17:23",1,"SVK-1056"
"2016-06-30 18:14:58","2016-06-30 21:52:22",1,"ISL-695"
"2018-10-29 14:48:16","2018-11-20 19:49:49",2,6327
"2012-07-15 15:26:20","2012-07-15 15:28:10",3,25
"2019-08-30 16:41:32","2019-08-31 19:49:40",0,"CAN"
"2016-06-30 18:14:58","2016-07-01 16:47:49",0,"ISL"
"2018-10-29 14:48:16","2018-11-01 08:38:42",1,"SVK-1051"
"2012-07-15 15:26:20","2012-07-15 15:28:10",4,"Australia"
"2019-08-30 16:41:32","2019-08-31 19:49:40",1,"CAN-633"
"2019-04-26 08:21:15","2019-04-26 12:30:33",1,"SVK-1056"
"2012-07-15 15:26:20","2012-07-15 15:28:10",2,7287
"2017-08-03 13:10:25","2017-08-05 08:47:21",1,"SVK-1052"
"2019-04-26 08:21:15","2019-06-13 15:05:41",0,"SVK"
"2017-04-07 17:03:10","2017-11-17 14:30:02",3,73
"2012-12-23 17:52:36","2012-12-23 17:52:36",1,"SVK-1056"
"2012-07-15 15:26:20","2012-07-15 15:28:10",1,"AUS-2654"
"2016-06-22 14:21:36","2016-06-22 14:35:08",1,"ISL-5131"
"2017-04-07 17:03:10","2018-01-17 18:55:45",4,"Europe"
"2013-11-26 12:35:48","2013-11-26 12:35:55",2,6327
"2019-11-26 13:52:15","2019-11-26 14:21:36",2,3973
"2019-08-31 21:19:14","2019-09-02 14:42:01",1,"USA-3519"
"2012-07-15 15:26:20","2012-07-15 15:28:10",0,"AUS"
"2017-04-07 17:03:10","2017-04-07 17:03:30",2,5987
"2019-06-14 06:06:58","2019-06-14 07:07:47",2,7130
"2013-11-26 12:35:48","2013-11-26 12:35:55",1,"SVK-1051"
"2019-11-26 13:52:15","2019-11-26 14:21:36",1,"ISR-3054"
"2019-08-31 21:19:14","2019-09-06 23:31:59",0,"USA"
"2017-04-07 17:03:10","2017-04-07 17:03:30",1,"DNK-3416"
"2019-06-14 06:06:58","2019-06-14 07:07:47",1,"CHE-176"
"2013-11-26 12:35:48","2013-12-27 19:27:03",0,"SVK"
"2017-08-03 10:30:27","2017-08-03 10:30:27",1,"SVK-1053"
"2017-01-01 03:30:50","2017-01-01 19:05:06",1,"USA-3559"
"2019-08-29 16:34:22","2019-08-29 16:34:22",1,"GBR-2755"
"2017-04-07 17:03:10","2017-04-07 17:03:30",0,"DNK"
"2019-06-14 06:06:58","2019-06-15 18:53:47",0,"CHE"
"2012-07-15 15:26:13","2012-07-15 15:26:13",3,41
"2019-11-26 13:22:23","2019-11-26 13:22:23",2,7195
"2012-07-15 15:26:13","2012-07-15 15:26:13",4,"Asia"
"2019-11-24 07:36:24","2019-11-25 18:48:43",2,7195
"2018-04-12 19:17:37","2018-04-12 20:34:50",2,7260
"2019-04-24 16:57:55","2019-04-24 16:58:00",1,"HUN-3156"
"2019-03-05 17:09:44","2019-03-05 17:12:14",1,"SVK-1056"
"2019-11-26 13:22:23","2019-11-26 13:22:23",1,"ISR-3057"
"2012-07-15 15:26:13","2012-07-15 15:26:13",2,7288
"2019-11-24 07:36:24","2019-11-24 14:04:18",1,"ISR-3057"
"2017-08-02 10:24:10","2017-08-02 10:24:10",1,"SVK-1052"
"2018-04-12 19:17:37","2018-04-12 20:34:50",1,"AUT-2331"
"2019-04-24 16:57:55","2019-04-24 16:58:00",0,"HUN"
"2019-09-02 02:31:57","2019-09-02 14:42:01",2,6216
"2019-06-13 15:05:41","2019-06-13 15:05:41",1,"SVK-1051"
"2019-11-24 07:36:24","2019-11-26 08:07:07",0,"ISR"
"2018-04-12 19:17:37","2018-04-12 20:34:50",0,"AUT"
"2016-07-15 17:23:57","2016-10-29 09:03:26",3,73
"2012-12-20 13:24:06","2012-12-20 13:24:27",1,"SVK-1053"
"2016-07-15 17:23:57","2016-07-21 17:31:25",2,5987
"2013-06-30 18:55:11","2013-06-30 18:55:11",2,5987
"2016-07-15 17:23:57","2016-07-21 17:31:25",1,"DNK-3416"
"2019-11-24 07:36:23","2019-11-24 07:36:23",2,7100
"2016-07-15 17:23:57","2016-07-21 17:31:25",0,"DNK"
"2019-06-11 19:28:33","2019-06-11 19:28:33",1,"SVK-1056"
"2018-02-28 18:50:12","2018-02-28 18:50:45",1,"SVK-1056"
"2018-01-20 21:13:08","2018-01-21 09:04:18",4,"Asia"
"2013-06-30 18:55:11","2013-07-01 06:16:45",1,"DNK-3416"
"2012-06-17 14:14:46","2012-06-17 14:32:44",1,"HUN-3156"
"2018-04-10 17:56:47","2018-04-11 07:24:59",1,"SVK-1051"
"2019-02-22 18:18:30","2019-02-23 12:48:24",1,"SVK-1052"
"2018-05-26 19:16:53","2018-06-08 14:17:15",1,"SVK-1051"
"2019-11-24 07:36:23","2019-11-24 07:36:23",1,"WEB+00?"
"2012-06-17 14:14:46","2012-06-17 14:32:44",0,"HUN"
"2018-05-26 19:16:53","2018-06-10 13:58:04",0,"SVK"
"2019-04-21 10:10:59","2019-04-21 11:02:42",2,982
"2019-10-19 15:15:54","2019-10-19 16:37:58",1,"PRT-746"
"2018-01-21 01:25:17","2018-01-21 06:19:56",1,"THA-416"
"2012-07-30 14:03:16","2012-07-30 14:03:16",2,2671
"2018-01-20 21:13:08","2018-01-21 09:04:18",3,55
"2015-06-08 18:56:08","2015-08-20 21:59:46",3,73
"2019-01-24 00:34:02","2019-01-24 00:34:03",2,7049
"2015-06-04 18:32:21","2015-06-04 18:32:21",1,"GBR-2080"
"2015-06-08 18:56:08","2015-07-17 08:45:30",2,5987
"2018-01-21 01:25:17","2018-01-21 06:19:56",2,7236
"2013-06-30 18:55:11","2013-07-01 06:16:45",0,"DNK"
"2015-06-08 18:56:08","2015-07-17 08:45:30",1,"DNK-3416"
"2019-11-24 07:36:23","2019-11-24 07:36:23",0,"PSX"
"2016-06-21 23:25:48","2016-07-05 20:28:39",3,69
"2015-06-08 18:56:08","2015-07-17 08:45:30",0,"DNK"
"2016-06-21 23:25:48","2016-06-23 15:51:01",0,"ISL"
"2018-01-20 21:13:08","2018-01-21 09:04:18",0,"THA"
"2019-03-02 15:16:19","2019-03-04 15:58:30",1,"SVK-1051"
"2019-02-18 19:02:15","2019-02-18 19:24:14",2,6327
"2018-01-20 21:13:08","2018-01-20 21:13:08",1,"THA-422"
"2019-02-18 19:02:15","2019-02-18 19:24:14",1,"SVK-1051"
"2019-07-27 08:59:27","2019-08-04 05:17:25",1,"HRV-1490"
"2018-01-29 01:43:45","2018-01-29 23:39:02",1,"NZL-3403"
"2013-06-30 10:34:58","2013-06-30 10:35:19",2,6325
"2018-04-08 16:38:01","2018-04-08 16:38:19",1,"SVK-1056"
"2019-07-27 08:59:27","2019-08-04 05:17:25",0,"HRV"
"2017-06-19 06:23:30","2017-07-15 10:08:48",1,"DNK-3416"
"2013-04-08 10:31:56","2013-05-19 14:39:26",2,5987
"2018-02-22 21:31:12","2018-03-20 17:48:36",2,6327
"2013-06-30 10:34:58","2013-06-30 11:49:11",1,"NOR-916"
"2014-07-12 13:19:29","2014-07-12 15:36:04",2,7204
"2013-04-08 10:31:56","2013-05-19 14:39:26",1,"DNK-3416"
"2018-02-22 21:31:12","2018-02-27 21:39:06",1,"SVK-1051"
"2013-04-08 10:31:56","2013-05-25 12:51:37",0,"DNK"
"2019-01-23 23:57:27","2019-01-28 20:29:05",1,"ARG-1271"
"2012-11-23 16:13:49","2012-11-23 16:17:31",1,"SVK-1051"
"2018-09-07 06:55:18","2018-09-11 07:25:43",2,6327
"2019-01-23 23:57:27","2019-01-28 20:29:05",0,"ARG"
"2018-09-07 06:55:18","2018-09-07 16:55:51",1,"SVK-1051"
"2018-01-28 21:37:42","2018-01-28 21:37:42",1,"NZL-3406"
"2017-06-18 21:05:15","2017-06-18 21:05:15",1,"DNK-3419"
"2018-09-07 06:55:18","2018-09-11 07:25:43",0,"SVK"
"2017-06-18 21:05:15","2017-07-15 10:08:48",0,"DNK"
"2012-06-17 14:07:44","2012-06-17 14:10:28",1,"SVK-1056"
"2014-07-12 13:19:29","2014-07-12 15:36:04",1,"DNK-3419"
"2017-06-19 06:23:30","2017-07-15 10:08:48",2,5987
"2019-11-23 19:57:40","2019-11-23 20:13:52",2,7195
"2012-06-17 14:07:44","2012-06-17 14:10:28",0,"SVK"
"2016-06-21 23:25:48","2016-06-22 13:36:10",1,"ISL-704"
"2019-11-23 19:57:40","2019-11-23 20:13:52",1,"ISR-3057"
"2019-11-26 13:01:25","2019-11-26 13:20:58",2,3973
"2019-11-23 19:57:40","2019-11-23 20:13:52",0,"ISR"
"2018-05-26 11:08:38","2018-05-26 17:52:20",1,"HUN-3156"
"2016-02-26 12:51:44","2016-02-26 12:51:49",1,"SVK-1052"
"2018-09-21 14:38:10","2019-01-19 18:45:10",3,73
"2018-02-19 11:56:56","2018-09-11 07:25:43",3,73
"2018-05-26 11:08:38","2018-05-26 17:52:20",0,"HUN"
"2018-04-28 14:45:59","2018-04-29 06:45:12",1,"AUT-2325"
"2018-09-21 14:38:10","2019-01-19 18:45:10",4,"Europe"
"2019-01-28 20:48:37","2019-02-02 14:23:48",3,17
"2018-02-19 11:56:56","2018-09-11 07:25:43",4,"Europe"
"2016-06-24 17:20:10","2016-06-24 17:39:35",2,5530
"2018-09-21 14:38:10","2018-10-04 15:03:17",2,6327
"2019-01-28 20:48:37","2019-01-29 11:18:29",2,5336
"2013-03-31 11:05:58","2013-03-31 11:06:09",2,982
"2018-02-19 11:56:56","2018-02-19 12:01:03",1,"SVK-1056"
"2018-09-21 14:38:10","2018-09-27 16:38:04",1,"SVK-1051"
"2019-01-28 20:48:37","2019-02-02 01:59:32",1,"CHL-2692"
"2018-02-19 11:56:56","2018-03-27 17:02:06",0,"SVK"
"2016-02-25 17:01:27","2016-02-25 17:01:27",2,6327
"2018-09-21 14:38:10","2018-10-09 18:39:10",0,"SVK"
"2019-01-28 20:48:37","2019-02-02 14:23:48",0,"CHL"
"2018-09-06 16:09:25","2018-09-06 16:09:42",1,"HUN-3156"
